first_name,last_name,position
Claude,Leach,Representative
John,LeBoutillier,Representative
Raymond,Lederer,Representative
Gary,Lee,Representative
Joseph,LeFante,Representative
Robert,Leggett,Representative
Jerry,Litton,Representative
James,Lloyd,Representative
Torbert,Macdonald,Representative
Ray,Madden,Representative
Warren,Magnuson,Senator
Andrew,Maguire,Representative
George,Mahon,Representative
William,Mailliard,Representative
Richard,Mallary,Representative
James,Mann,Representative
Mike,Mansfield,Senator
Joseph,Maraziti,Representative
Marc,Marks,Representative
David,Martin,Representative
Robert,Mathias,Representative
Dawson,Mathis,Representative
James,Mattox,Representative
Wiley,Mayne,Representative
John,McClellan,Senator
Robert,McClory,Representative
Paul,McCloskey,Representative
John,McCollister,Representative
Mike,McCormack,Representative
Robert,McEwen,Representative
John,McFall,Representative
Gale,McGee,Senator
George,McGovern,Senator
Thomas,McIntyre,Senator
K.,McKay,Representative
Clem,McSpadden,Representative
Lloyd,Meeds,Representative
Lee,Metcalf,Senator
Ralph,Metcalfe,Representative
Helen,Meyner,Representative
Edward,Mezvinsky,Representative
Abner,Mikva,Representative
Dale,Milford,Representative
Wilbur,Mills,Representative
William,Mills,Representative
William,Minshall,Representative
Donald,Mitchell,Representative
Wilmer,Mizell,Representative
Toby,Moffett,Representative
Robert,Mollohan,Representative
Walter,Mondale,Senator
Joseph,Montoya,Senator
William,Moorhead,Representative
Robert,Morgan,Senator
Thomas,Morgan,Representative
Charles,Mosher,Representative
Frank,Moss,Senator
John,Moss,Representative
Ronald,Mottl,Representative
John,Murphy,Representative
Morgan,Murphy,Representative
Edmund,Muskie,Senator
Raphael,Musto,Representative
Gary,Myers,Representative
Michael,Myers,Representative
John,Napier,Representative
Lucien,Nedzi,Representative
James,Nelligan,Representative
Ancher,Nelsen,Representative
Gaylord,Nelson,Senator
Robert,Nix,Representative
James,O'Hara,Representative
Otto,Passman,Representative
John,Pastore,Senator
Wright,Patman,Representative
Edward,Patten,Representative
Edward,Pattison,Representative
James,Pearson,Senator
Jerry,Pettis,Representative
Shirley,Pettis,Representative
Peter,Peyser,Representative
Otis,Pike,Representative
W.,Poage,Representative
Bertram,Podell,Representative
Walter,Powell,Representative
Richardson,Preyer,Representative
Robert,Price,Representative
Albert,Quie,Representative
Thomas,Railsback,Representative
William,Randall,Representative
John,Rarick,Representative
Thomas,Rees,Representative
Ogden,Reid,Representative
Henry,Reuss,Representative
John,Rhodes,Representative
Abraham,Ribicoff,Senator
Frederick,Richmond,Representative
Theodore,Risenhoover,Representative
Clint,Roberts,Representative
Ray,Roberts,Representative
Howard,Robison,Representative
Paul,Rogers,Representative
Teno,Roncalio,Representative
Angelo,Roncallo,Representative
Fred,Rooney,Representative
John,Rooney,Representative
Benjamin,Rosenthal,Representative
J.,Roush,Representative
John,Rousselot,Representative
William,Roy,Representative
William,Royer,Representative
Harold,Runnels,Representative
Philip,Ruppe,Representative
Earl,Ruth,Representative
Leo,Ryan,Representative
Charles,Sandman,Representative
James,Santini,Representative
Ronald,Sarasin,Representative
David,Satterfield,Representative
William,Saxbe,Senator
John,Saylor,Representative
William,Scherle,Representative
Harrison,Schmitt,Senator
Herman,Schneebeli,Representative
Richard,Schweiker,Senator
Hugh,Scott,Senator
William,Scott,Senator
Keith,Sebelius,Representative
Bob,Shamansky,Representative
George,Shipley,Representative
Dick,Shoup,Representative
Garner,Shriver,Representative
Robert,Sikes,Representative
B.,Sisk,Representative
Joe,Skubitz,Representative
John,Slack,Representative
Albert,Smith,Representative
Henry,Smith,Representative
Joseph,Smith,Representative
John,Sparkman,Senator
Gladys,Spellman,Representative
Edward,Stack,Representative
Harley,Staggers,Representative
J.,Stanton,Representative
James,Stanton,Representative
David,Staton,Representative
Tom,Steed,Representative
Robert,Steele,Representative
Alan,Steelman,Representative
Newton,Steers,Representative
Sam,Steiger,Representative
William,Steiger,Representative
Robert,Stephens,Representative
Adlai,Stevenson,Senator
Bennett,Stewart,Representative
Donald,Stewart,Senator
David,Stockman,Representative
Richard,Stone,Senator
Frank,Stubblefield,Representative
W.,Stuckey,Representative
Leonor,Sullivan,Representative
James,Symington,Representative
Stuart,Symington,Senator
Robert,Taft,Senator
Burt,Talcott,Representative
Herman,Talmadge,Senator
Roy,Taylor,Representative
Charles,Teague,Representative
Olin,Teague,Representative
Frank,Thompson,Representative
Vernon,Thomson,Representative
Charles,Thone,Representative
Robert,Tiernan,Representative
Richard,Tonry,Representative
David,Towell,Representative
David,Treen,Representative
James,Tucker,Representative
John,Tunney,Senator
Al,Ullman,Representative
Lionel,Van,Representative
Richard,Vander,Representative
Charles,Vanik,Representative
Victor,Veysey,Representative
Joseph,Vigorito,Representative
Joe,Waggonner,Representative
Jerome,Waldie,Representative
William,Walsh,Representative
William,Wampler,Representative
John,Ware,Representative
Ed,Weber,Representative
Charles,Whalen,Representative
Richard,White,Representative
William,Widnall,Representative
Charles,Wiggins,Representative
Harrison,Williams,Senator
Lawrence,Williams,Representative
Charles,Wilson,Representative
Robert,Wilson,Representative
Lester,Wolff,Representative
Joe,Wyatt,Representative
Wendell,Wyatt,Representative
John,Wydler,Representative
Louis,Wyman,Senator
Andrew,Young,Representative
Edward,Young,Representative
John,Young,Representative
Milton,Young,Senator
Samuel,Young,Representative
Leo,Zeferetti,Representative
Roger,Zion,Representative
John,Zwach,Representative
